name,LogFC,pvalue,padj,exp
COX5B,0.033928439145071876,0.9635034172928808,0.9992707319087202,pg_pd
COX8,-0.38049098142434346,0.800466435452751,0.9992707319087202,pg_pd
COY1,0.42945358177319337,0.6277709847563094,0.9992707319087202,pg_pd
CPA2,-0.01391964458026768,0.9774586468849994,0.9992707319087202,pg_pd
CPR2,0.04014708119721326,0.9670248221710712,0.9992707319087202,pg_pd
CPR3,-0.6252491511631572,0.11479439394650016,0.9490078935824141,pg_pd
CPR4,-1.190373455692373,0.10770021506998864,0.9240645030470658,pg_pd
CPR5,0.20819408883734972,0.5804893889401461,0.9992707319087202,pg_pd
CPR6,-0.265195608744978,0.7938218659610387,0.9992707319087202,pg_pd
CPR7,1.5156122708568531,0.18416615004548154,0.9992707319087202,pg_pd
CPR8,-0.49696584510429276,0.578173160179153,0.9992707319087202,pg_pd
CPS1,0.09054686175502949,0.8885847798385623,0.9992707319087202,pg_pd
CPT1,-1.2090805340202793,0.43036046784184373,0.9992707319087202,pg_pd
CQD1,-0.6462946605289202,0.3988526440565284,0.9992707319087202,pg_pd
CQD2,-0.0629070052058749,0.9243865046419575,0.9992707319087202,pg_pd
CRF1,-0.3957323515792923,0.4855405885348861,0.9992707319087202,pg_pd
CRG1,0.6206275810578851,0.44623397830052397,0.9992707319087202,pg_pd
CRH1,1.1768058972247144,0.2387027580639558,0.9992707319087202,pg_pd
CRN1,-0.050409651984625686,0.9715836142615136,0.9992707319087202,pg_pd
CRR1,-0.03493339135219967,0.9316596466096507,0.9992707319087202,pg_pd
CRZ1,-0.5361384154064166,0.22974913433640698,0.9992707319087202,pg_pd
CSC1,1.5957648510685354,0.020930713685872303,0.3610548110812972,pg_pd
CSE2,0.2430615445240142,0.49514339309426003,0.9992707319087202,pg_pd
CSH1,0.24398506173098927,0.4005145499552734,0.9992707319087202,pg_pd
CSI1,-0.9247695142970834,0.2746167945310026,0.9992707319087202,pg_pd
CSM1,0.16557892472543426,0.7898179929810303,0.9992707319087202,pg_pd
CSM2,-0.09976625321803977,0.8105453868943395,0.9992707319087202,pg_pd
CSM3,0.1215696734727726,0.7308956329370985,0.9992707319087202,pg_pd
