Description	condition	padj	pvalue	NES	geneID	coverage	setSize	qvalue
positive regulation of biological process	pg_pd	0.41506586169045007	0.027	1.2443838558901474	STE7/MOT3/HAA1/HUB1/STE2/SDS3/SIR4/YTA7/ROF1/STE11/STE4/ESC2/DEP1/VHR1/MFA1/RTG2/ARF1/DDI1/SOD1/ZUO1/TRS33/SWI4/TUS1/NGG1/CYS3/DOM34/TIF2/TIF4631/BEM1/UPS1/GIM5/IGO2/NEM1/GLN3/GPA1/STP2/SPS1/CDC73/EDC1/GUF1/INO2/RPS28B/MYG1/STE20/SPT8/VPS52/SKY1/TEC1/RPN4/PET122/STB3/RIM101/SRB8/LEU3/STB5/MTC5/MEH1/RPS28A/RGT1/FPK1/ASH1/HPM1/PET54/MFA2/MAD2/SFG1/INO4/SSP2/SPT4/YPR096C	21.806853582554517	321	0.31053209313074126
negative regulation of gene expression, epigenetic	pg_pd	0.41506586169045007	0.027442371020856202	1.4543470839978792	SDS3/BRE1/SIR4/SIR3/ESC2/SIR2/DEP1/SIR1/IES3/MRC1/SDC1/NUP2	20.689655172413794	58	0.31053209313074126
actin filament-based process	pg_pd	0.4317633290332151	0.031082529474812434	1.4159549082389016	CAP2/BNI1/FUS2/PEA2/VPS1/GCS1/GRX3/TPM1/TUS1/RVS161/NAT3/GID12/AIP1/VPS52/ENT2	20.54794520547945	73	0.3261227358456995
cellular oxidant detoxification	pg_pd	0.44711845938839806	0.03346203346203346	1.5412054581038561	SOD1/TSA1/SOD2/CCS1/CTT1/GRX6/CTA1	31.818181818181817	22	0.3262722345469002
protein import into nucleus	pg_pd	0.44711845938839806	0.03346203346203346	1.5250901455917891	RTG2/POM152/KAP120/NUP2/POM34/NUP188/SKY1	31.818181818181817	22	0.3262722345469002
inorganic anion transport	pg_pd	0.45287659513794826	0.034571062740076826	1.5165979428951484	SYG1/YCR023C/OAC1/PHO84/ATR1/PHO87/PIC2/PHO86	34.78260869565217	23	0.3262722345469002
signal transduction	pg_pd	0.45287659513794826	0.03510531594784353	1.2810279991804114	STE7/MTH1/SYG1/MRK1/ELM1/STE2/RAS1/BRE1/SIP2/STE11/STE4/ESC2/MFA1/RTG2/PTK2/TIP41/TSA1/TUS1/BEM4/SST2/NBP2/MRC1/GPA1/STD1/SGS1/SLM4/SLX4/STE20/PXL1/KSP1/ISC1/CAF120/MTC5/MEH1/EFG1/RTT107/RGS2/HUG1/MFA2/NNK1/MAD2/TFS1/WSC2/LRG1/SAT4/DSS4/AIT1/PDE1/DFM1/CHL4/CMR1/FAR10/SKN7/BMH1	24.324324324324326	222	0.3262722345469002
signaling	pg_pd	0.45287659513794826	0.03510531594784353	1.2810279991804114	STE7/MTH1/SYG1/MRK1/ELM1/STE2/RAS1/BRE1/SIP2/STE11/STE4/ESC2/MFA1/RTG2/PTK2/TIP41/TSA1/TUS1/BEM4/SST2/NBP2/MRC1/GPA1/STD1/SGS1/SLM4/SLX4/STE20/PXL1/KSP1/ISC1/CAF120/MTC5/MEH1/EFG1/RTT107/RGS2/HUG1/MFA2/NNK1/MAD2/TFS1/WSC2/LRG1/SAT4/DSS4/AIT1/PDE1/DFM1/CHL4/CMR1/FAR10/SKN7/BMH1	24.324324324324326	222	0.3262722345469002
negative regulation of macromolecule biosynthetic process	pg_pd	0.45287659513794826	0.035140562248995984	1.2973745539742487	MOT3/SDS3/BRE1/SIR4/SIR3/YTA7/XBP1/ESC2/SIR2/DEP1/SIR1/IXR1/MPP6/IES3/DOM34/IGO2/AAT2/MRC1/SDC1/NUP2/GLN3/VPS36/PUF6/EDC1/SKI2/IPK1/RPS28B/STE20/SPT8/LRS4/RPN4/RIM101/SWT1/SRB8/KNS1/IRS4/LEU3/YGR122W/RPS28A/RGT1/SWD1/ASH1/YKR011C	23.118279569892472	186	0.3262722345469002
ATP transport	pg_pd	0.4531516246384291	0.035868005738880916	1.5389923969569685	AAC3/VPS27/VPS36/MVB12/VPS20/HSE1	46.15384615384615	13	0.3262722345469002
protein maturation	pg_pd	0.4541409914271002	0.037037037037037035	1.3706554002001778	PSD2/STE14/HO/ALF1/CSF1/STE24/ZUO1/TSA1/ACL4/HSP104/CCS1/SSB1/GIM5/NAT3/RCE1/MAK10/HSP26/UBX2/FPR2/RIM13/SSA4/PAC10/HGH1/RIM20/CPR7/RBL2/YPF1/PHO86	27.184466019417474	103	0.3262722345469002
glycolipid metabolic process	pg_pd	0.4541409914271002	0.03774082619297756	-1.5312619769870075	YJL132W/CWH43/BST1/LAS21	40	10	0.3262722345469002
liposaccharide metabolic process	pg_pd	0.4541409914271002	0.03774082619297756	-1.5312619769870075	YJL132W/CWH43/BST1/LAS21	40	10	0.3262722345469002
negative regulation of biosynthetic process	pg_pd	0.45444818562644945	0.03907815631262525	1.2790828486725594	MOT3/SDS3/BRE1/SIR4/SIR3/YTA7/XBP1/ESC2/SIR2/DEP1/SIR1/IXR1/MPP6/IES3/DOM34/IGO2/NEM1/AAT2/MRC1/SDC1/NUP2/GLN3/VPS36/PUF6/EDC1/SKI2/IPK1/RPS28B/STE20/SPT8/LRS4/RPN4/RIM101/ORM2/SWT1/SRB8/KNS1/IRS4/LEU3/YGR122W/RPS28A/RGT1/SWD1/ASH1/YKR011C/DLS1/SPT4/MED1/SKI7/UBP14/ASF1/COA3/POP2/PUB1/MSH2/BMH1/RIF1/VTS1/RMD5/RFM1/EAF3/RFX1/ISW2/NAB6/OPY1	31.862745098039213	204	0.3262722345469002
sexual reproduction	pg_pd	0.45444818562644945	0.03911735205616851	1.2706793766434663	STE7/MHF2/HUB1/STE2/BRE1/CDA2/CWP1/RMD6/FAR1/STE11/FUS2/STE4/MFA1/RAD54/MLH1/STE24/VPS1/TRS85/DOM34/SAG1/BEM1/SDH5/NIP100/RVS161/MSC1/RCE1/GPA1/SHE10/EMI1/SPS1/MPC54/RDH54/SGS1/SLX4/STE20/QDR3/LRS4/RIM101/RMD1/MSC3/AFB1/EFG1/RIM21/FPK1/MFA2/SCW4/FUS1/LRG1/SSP2/GAS4/HHT1/HFM1	23.318385650224215	223	0.3262722345469002
copper ion homeostasis	pg_pd	0.45444818562644945	0.03943661971830986	1.5275567653142788	HAA1/SOD1/ICS3/PIC2/HHT1	35.714285714285715	14	0.3262722345469002
response to external stimulus	pg_pd	0.45444818562644945	0.03954214360041623	1.3825897547679078	PHM8/SYG1/ELM1/SIP2/REG1/FAR1/STE4/RTG2/TSA1/RVS161/GLN3/VPS36/SKI2/STB3/VPS30/SRB8/MTC5/RGT1/YKR011C/YPF1/SIP18	23.863636363636363	88	0.3262722345469002
cytokinetic process	pg_pd	0.45444818562644945	0.039889958734525444	1.523180442133498	BNI1/FUS2/UTH1/TPM1/TUS1	33.33333333333333	15	0.3262722345469002
protein depolymerization	pg_pd	0.45444818562644945	0.04084507042253521	1.5148473535888345	CAP2/BNI1/SWA2/AIP1	28.57142857142857	14	0.3262722345469002
positive regulation of biosynthetic process	pg_pd	0.45444818562644945	0.04116465863453815	1.285674465569545	MOT3/HAA1/HUB1/SDS3/YTA7/ROF1/DEP1/VHR1/RTG2/SOD1/ZUO1/SWI4/NGG1/CYS3/DOM34/UPS1/GIM5/IGO2/NEM1/GLN3/STP2/CDC73/EDC1/GUF1/INO2/SPT8/TEC1/RPN4/PET122/STB3/RIM101/SRB8/LEU3/STB5/RGT1/ASH1/HPM1/PET54/INO4/SPT4/YPR096C/MED1/ASF1/PHO2/POP2/GAT4/HSP82	25	188	0.3262722345469002
protein localization to nucleus	pg_pd	0.45444818562644945	0.041371158392434985	1.4566755544543828	FAR1/RTG2/POM152/KAP120/NUP2/SPS1/POM34/NUP188/SKY1	27.27272727272727	33	0.3262722345469002
actin cytoskeleton organization	pg_pd	0.45444818562644945	0.04184549356223176	1.387984312109159	CAP2/BNI1/FUS2/PEA2/VPS1/GCS1/GRX3/TPM1/TUS1/RVS161/NAT3/GID12/AIP1/ENT2	19.444444444444446	72	0.3262722345469002
negative regulation of cellular process	pg_pd	0.46312788419980766	0.045	1.214623126386634	MOT3/SDS3/BRE1/SIR4/SIR3/CAP2/YTA7/XBP1/FAR1/BNI1/ESC2/SIR2/DEP1/SIR1/SOD1/STE24/IXR1/TIP41/MPP6/TSA1/IES3/SST2/DOM34/IGO2/NEM1/NBP2/MTE1/AAT2/MRC1/SDC1/NUP2/GLN3/VPS36/PUF6/SPS1/CDC73/EDC1/SKI2/AIP1/SGS1/IPK1/SLX4/RPS28B/STE20/SPT8/MVB12/LRS4/KSP1/RPN4/RIM101/ISC1/ORM2/SWT1/SRB8/KNS1/IRS4/LEU3/YGR122W/RPS28A/RGT1/SWD1/RTT107/ASH1/YKR011C/HUG1/DLS1/MAD2/LRG1/ELG1/SPT4/SFK1/MED1/SKN1/SKI7/UBP14/SAM1/ASF1/COA3/POP2/RTT109/PUB1/AIT1/PDE1/CHL4/MSH2/CMR1/BMH1/RIF1/VTS1/RMD5/RFM1/PLC1/EAF3/RFX1/CAP1/ISW2	29.003021148036257	331	0.3304806059044006
negative regulation of transcription by RNA polymerase II	pg_pd	0.46312788419980766	0.045064377682403435	1.381971191516107	MOT3/SDS3/YTA7/XBP1/DEP1/IXR1/GLN3/STE20/SPT8/RPN4/RIM101/SRB8/LEU3/YGR122W/RGT1/ASH1	22.22222222222222	72	0.3304806059044006
DNA integrity checkpoint signaling	pg_pd	0.46312788419980766	0.04509283819628647	1.4997788961212137	BRE1/ESC2/TSA1/MRC1/SGS1/SLX4/RTT107/HUG1/MAD2/CMR1/BMH1	57.89473684210527	19	0.3304806059044006
negative regulation of cellular metabolic process	pg_pd	0.46312788419980766	0.04513540621865597	1.249843409922104	MOT3/SDS3/BRE1/SIR4/SIR3/YTA7/XBP1/ESC2/SIR2/DEP1/SIR1/SOD1/IXR1/MPP6/IES3/DOM34/IGO2/NEM1/MTE1/AAT2/MRC1/SDC1/NUP2/GLN3/VPS36/PUF6/CDC73/EDC1/SKI2/IPK1/RPS28B/STE20/SPT8/LRS4/KSP1/RPN4/RIM101/ORM2/SWT1/SRB8/KNS1/IRS4/LEU3/YGR122W/RPS28A/RGT1/SWD1/ASH1/YKR011C/DLS1/SPT4/MED1/SKN1/SKI7/UBP14/ASF1/COA3/POP2	25.438596491228072	228	0.3304806059044006
vacuolar transport	pg_pd	0.46312788419980766	0.045785639958376693	1.355372522307546	YPT52/APL2/VFA1/DDI1/ATG20/VTC1/VPS1/TRS85/VPS27/MON2/ELO2/VPS8/VPS36/MVB12/VPS52/ELO3/GGA2/VPS30/VPS20/HSE1/ATG3/SSH4/APS1	24.731182795698924	93	0.3312879541502375
protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	pg_pd	0.46312788419980766	0.04591104734576758	1.4900927733707063	DDI1/VPS27/VPS36/GGA2/HSE1/SSH4/EAR1	53.84615384615385	13	0.3312879541502375
lipid homeostasis	pg_pd	0.47447319333566307	0.0480295566502463	1.4763805245467192	PHM8/CSF1/VPS52/ORM2/TCB2/MEH1/GNP1/APQ12/ICT1	34.61538461538461	26	0.34001219784774256
regulation of DNA replication	pg_pd	0.4762529519811073	0.04854368932038835	1.457847515462041	BRE1/SIR3/SIR2/DEP1/DDI1/MRC1	21.428571428571427	28	0.3404175692890095
