pvalue	Description	condition	NES	geneID	coverage	setSize	qvalue	padj
0.023535442805689276	protein localization to Golgi apparatus	pg_rg	1.63929174984805	VPS36/ARF1/UBP3/VPS27/VPS5	33.33333333333333	15	0.4741881019180965	0.38175353587323624
0.02358114771690716	protein maturation	pg_rg	1.3791731845438682	CSF1/PHO86/PIH1/ACL4/NAT3/GCV3/RIM13/HSP26/RBL2/FPR2/AHA1/ZUO1/CPR7/SSZ1/ATG15/ALF1/FLC1/ICP55/RCE1/JEM1/EMC2/EMC1/APJ1/HSP82/ENV11/ATG42/GSF2/UBX2/SDH8/TAH1/PSD1/BTN2	31.06796116504854	103	0.4741881019180965	0.38175353587323624
0.02366240924834109	DNA-templated DNA replication maintenance of fidelity	pg_rg	1.626221660344121	MMS4/RTT101/FOB1	25	12	0.4741881019180965	0.38175353587323624
0.02483046224251313	nucleotide catabolic process	pg_rg	1.5951350973110459	TDH1/PFK27/YLR345W/DDP1/PYK2/TDH3/CIT1/TDH2/SCS3	39.130434782608695	23	0.4799566284151041	0.39765254973671765
0.025029896498973393	apoptotic process	pg_rg	-1.6059042381292976	MCA1/AIF1/NMA111/BMH2	17.391304347826086	23	0.4799566284151041	0.39792054434134344
0.025305939179071892	response to abiotic stimulus	pg_rg	1.4411701902871379	STD1/OLA1/RIM21/NUP2/SIP18/FRT1/UBP3/HSP26/STO1/MYO5/DDC1/GPD1/AIM25/RIM101/HSP82/GAC1/CIN5/NRG1/TPS2/TOR1/MSB2/GCN3/NHA1/SSK2	30.76923076923077	78	0.4799566284151041	0.39939373573926507
0.027699250035421952	multivesicular body sorting pathway	pg_rg	1.5298820674689844	ELO3/VPS36/VPS20/ELO2/VPS27/MVB12	18.75	32	0.5161319166341782	0.41606183846309663
0.029210487112548776	alcohol biosynthetic process	pg_rg	1.5258029241526159	IPK1/KCS1/THI2/THI12/ADH5/SRT1/THI21/PLC1/LCB4/THI6	38.46153846153847	26	0.5247167816267644	0.42615448194514655
0.02946344347188459	ribosomal large subunit biogenesis	pg_rg	1.60740776832317	RPL37B/RPL26B/ALB1/ACL4/RPL6B/RPL40B/RSA3/PUF6/RPL26A/RPL2A/TIF4631/SPT8/RPL14A/RPL16B/REX4/NOP16	41.02564102564102	39	0.5247167816267644	0.42615448194514655
0.02964207785205705	spindle pole body organization	pg_rg	1.6017750827918962	POM34/POM152/CIN8	30	10	0.5247167816267644	0.42615448194514655
0.03065199002382898	pyridine-containing compound metabolic process	pg_rg	1.5531919487084027	STD1/TDH1/TKL1/ISN1/YMR315W/PFK27/ADH5/YLR345W/IDP2/GPD1/TAL1/NDE2/NMA2/URH1/PYK2/SOL3/TDH3	30.909090909090907	55	0.5288896761233179	0.4317633290332151
0.030873738279151068	ATP metabolic process	pg_rg	1.5779174712594624	ATP20/TDH1/PFK27/YLR345W/PYK2/TDH3/NCA3/TDH2	38.095238095238095	21	0.5288896761233179	0.4317633290332151
0.0315199124500832	tRNA metabolic process	pg_rg	-1.4262183087002085	MTO1/MSW1/SMM1/PSP2/DUS4/TRM7/PUS6/DTD1/ELP4/SAP190/TRM8/UBA4/ELP6/TGS1	25	56	0.5313883318652288	0.4317633290332151
0.033757156633910254	amine metabolic process	pg_rg	-1.4644254893920556	FMP32/ALD3/YNL097C-B/TRP2/TRP1/LEU3/ARG81/ARO10/PUT3/TRP3/ALD2/BNA4	42.857142857142854	28	0.5535538662810544	0.44717716194815404
0.033877057723345004	aromatic compound biosynthetic process	pg_rg	-1.2242658111937832	EAF3/DNL4/PHD1/YTA7/SET3/RPA14/CSR2/ATP19/STP4/DAT1/OAF3/DIG2/ARO9/GLN3/RTT109/TRP1/GIS1/NAP1/ACA1/SFL1/GAL3/PCL9/LEU3/RTG2/ROX1/SET4/YOR338W/MFT1/HPT1/URA1/GSM1/SSN2/PDX1/IXR1/DAS2/YNG1/GAT1/URA5/PDA1/ARG81/BUD16/RCO1/TIM11/GAT2/UPC2/BUD17/MSN4/POL32/PUT3/ISW2/EUC1/STP2/TRP3/IME1/CKB2/GAT3/PDX3/SIR2/HOS2/PHO23/CAF16/ELP4/HST3/ASH1/ISW1/TFC3/VPS25/RFM1/MBP1/YGR067C/HMT1/MHR1/RGT1/BNA4/RSF1/SWI4/UME1/ELP6/GTR1/HAT2/CAF130/TGS1	22.65193370165746	362	0.5535538662810544	0.44717716194815404
0.03579693460895794	purine ribonucleoside triphosphate metabolic process	pg_rg	1.5348937299769987	ATP20/TDH1/PFK27/YLR345W/PYK2/TDH3/NCA3/TDH2	32	25	0.5705904877671254	0.4531516246384291
0.03599413731058229	late endosome to vacuole transport via multivesicular body sorting pathway	pg_rg	1.5530669064157039	ELO3/VPS36/VPS20/ELO2/VPS27	17.857142857142858	28	0.5705904877671254	0.4531516246384291
0.03705087575852601	maintenance of DNA repeat elements	pg_rg	1.560115113310424	RAD27/CTF8/FOB1	23.076923076923077	13	0.5726504164826238	0.4541409914271002
0.03720241308269176	Golgi vesicle transport	pg_rg	1.4073545979487807	ELO3/PHO86/APM3/ARF1/GOT1/UBP3/BUG1/APS3/APL6/YNR065C/SEC22/TRS85/APL5/GCS1/GET1/RCY1/GLO3/BST1/BCH2/GRH1/COG8/SMY2	23.655913978494624	93	0.5726504164826238	0.4541409914271002
0.03961419418960332	mRNA processing	pg_rg	1.3997218493173536	BRR1/ECM2/SPT4/PIH1/SYC1/STO1/SNT309	15.555555555555555	45	0.5931098980352296	0.45444818562644945
